"Displacement:0","Displacement:1","Displacement:2","Points:0","Points:1","Points:2","ids"
0,0,0,-0.0020156,-0.013157,-0.086805,114
0,0,0,-0.0025195,-0.016446,-0.086805,115
0,0,0,0.00016854,-0.0033234,-0.086805,116
0,0,0,0.00033708,-0.0066467,-0.086805,117
0,0,0,0.00050563,-0.0099701,-0.086805,118
0,0,0,0.00067417,-0.013293,-0.086805,119
0,0,0,0.00084271,-0.016617,-0.086805,120
0,0,0,0.00083408,-0.0032214,-0.086805,121
0,0,0,0.0016682,-0.0064428,-0.086805,122
0,0,0,0.0025022,-0.0096642,-0.086805,123
0,0,0,0.0033363,-0.012886,-0.086805,124
0,0,0,0.0041704,-0.016107,-0.086805,125
0,0,0,0.0014655,-0.0029876,-0.086805,126
0,0,0,0.0029309,-0.0059751,-0.086805,127
0,0,0,0.0043964,-0.0089627,-0.086805,128
0,0,0,0.0058619,-0.01195,-0.086805,129
0,0,0,0.0073273,-0.014938,-0.086805,130
0,0,0,0.0020369,-0.0026314,-0.086805,131
0,0,0,0.0040737,-0.0052628,-0.086805,132
0,0,0,0.0061106,-0.0078942,-0.086805,133
0,0,0,0.0081475,-0.010526,-0.086805,134
0,0,0,0.010184,-0.013157,-0.086805,135
0,0,0,0.0025249,-0.0021675,-0.086805,136
0,0,0,0.0050497,-0.0043351,-0.086805,137
0,0,0,0.0075746,-0.0065026,-0.086805,138
0,0,0,0.010099,-0.0086701,-0.086805,139
0,0,0,0.012624,-0.010838,-0.086805,140
0,0,0,0.0029095,-0.0016149,-0.086805,141
0,0,0,0.005819,-0.0032298,-0.086805,142
0,0,0,0.0087285,-0.0048447,-0.086805,143
0,0,0,0.011638,-0.0064596,-0.086805,144
0,0,0,0.014548,-0.0080745,-0.086805,145
0,0,0,0.003175,-0.00099617,-0.086805,146
0,0,0,0.00635,-0.0019923,-0.086805,147
0,0,0,0.0095251,-0.0029885,-0.086805,148
0,0,0,0.0127,-0.0039847,-0.086805,149
0,0,0,0.015875,-0.0049808,-0.086805,150
0,0,0,0.0033106,-0.00033665,-0.086805,151
0,0,0,0.0066211,-0.0006733,-0.086805,152
0,0,0,0.0099317,-0.00101,-0.086805,153
0,0,0,0.013242,-0.0013466,-0.086805,154
0,0,0,0.016553,-0.0016833,-0.086805,155
0,0,0,0.0033106,0.00033665,-0.081845,156
0,0,0,0.0066211,0.0006733,-0.081845,157
0,0,0,0.0099317,0.00101,-0.081845,158
0,0,0,0.013242,0.0013466,-0.081845,159
0,0,0,0.016553,0.0016833,-0.081845,160
0,0,0,0.003175,0.00099617,-0.081845,161
0,0,0,0.00635,0.0019923,-0.081845,162
0,0,0,0.0095251,0.0029885,-0.081845,163
0,0,0,0.0127,0.0039847,-0.081845,164
0,0,0,0.015875,0.0049808,-0.081845,165
0,0,0,0.0029095,0.0016149,-0.081845,166
0,0,0,0.005819,0.0032298,-0.081845,167
0,0,0,0.0087285,0.0048447,-0.081845,168
0,0,0,0.011638,0.0064596,-0.081845,169
0,0,0,0.014548,0.0080745,-0.081845,170
0,0,0,0.0025249,0.0021675,-0.081845,171
0,0,0,0.0050497,0.0043351,-0.081845,172
0,0,0,0.0075746,0.0065026,-0.081845,173
0,0,0,0.010099,0.0086701,-0.081845,174
0,0,0,0.012624,0.010838,-0.081845,175
0,0,0,0.0020369,0.0026314,-0.081845,176
0,0,0,0.0040737,0.0052628,-0.081845,177
0,0,0,0.0061106,0.0078942,-0.081845,178
0,0,0,0.0081475,0.010526,-0.081845,179
0,0,0,0.010184,0.013157,-0.081845,180
0,0,0,0.0014655,0.0029876,-0.081845,181
0,0,0,0.0029309,0.0059751,-0.081845,182
0,0,0,0.0043964,0.0089627,-0.081845,183
0,0,0,0.0058619,0.01195,-0.081845,184
0,0,0,0.0073273,0.014938,-0.081845,185
0,0,0,0.00083408,0.0032214,-0.081845,186
0,0,0,0.0016682,0.0064428,-0.081845,187
0,0,0,0.0025022,0.0096642,-0.081845,188
0,0,0,0.0033363,0.012886,-0.081845,189
0,0,0,0.0041704,0.016107,-0.081845,190
0,0,0,0.00016854,0.0033234,-0.081845,191
0,0,0,0.00033708,0.0066467,-0.081845,192
0,0,0,0.00050563,0.0099701,-0.081845,193
0,0,0,0.00067417,0.013293,-0.081845,194
0,0,0,0.00084271,0.016617,-0.081845,195
0,0,0,-0.0005039,0.0032893,-0.081845,196
0,0,0,-0.0010078,0.0065785,-0.081845,197
0,0,0,-0.0015117,0.0098678,-0.081845,198
0,0,0,-0.0020156,0.013157,-0.081845,199
0,0,0,-0.0025195,0.016446,-0.081845,200
0,0,0,-0.0011557,0.0031205,-0.081845,201
0,0,0,-0.0023114,0.006241,-0.081845,202
0,0,0,-0.0034671,0.0093615,-0.081845,203
0,0,0,-0.0046228,0.012482,-0.081845,204
0,0,0,-0.0057785,0.015602,-0.081845,205
0,0,0,-0.0017602,0.002824,-0.081845,206
0,0,0,-0.0035204,0.0056479,-0.081845,207
0,0,0,-0.0052806,0.0084719,-0.081845,208
0,0,0,-0.0070408,0.011296,-0.081845,209
0,0,0,-0.008801,0.01412,-0.081845,210
0,0,0,-0.0022926,0.0024118,-0.081845,211
0,0,0,-0.0045853,0.0048237,-0.081845,212
0,0,0,-0.0068779,0.0072355,-0.081845,213
0,0,0,-0.0091705,0.0096474,-0.081845,214
0,0,0,-0.011463,0.012059,-0.081845,215
0,0,0,-0.0027312,0.001901,-0.081845,216
0,0,0,-0.0054624,0.0038019,-0.081845,217
0,0,0,-0.0081936,0.0057029,-0.081845,218
0,0,0,-0.010925,0.0076039,-0.081845,219
0,0,0,-0.013656,0.0095048,-0.081845,220
0,0,0,-0.003058,0.0013123,-0.081845,221
0,0,0,-0.0061159,0.0026245,-0.081845,222
0,0,0,-0.0091739,0.0039368,-0.081845,223
0,0,0,-0.012232,0.0052491,-0.081845,224
0,0,0,-0.01529,0.0065614,-0.081845,225
0,0,0,-0.0032595,0.00066985,-0.081845,226
0,0,0,-0.006519,0.0013397,-0.081845,227
0,0,0,-0.0097785,0.0020095,-0.081845,228
0,0,0,-0.013038,0.0026794,-0.081845,229
0,0,0,-0.016298,0.0033492,-0.081845,230
0,0,0,-0.0033276,4.0752e-19,-0.081845,231
0,0,0,-0.0066553,8.1503e-19,-0.081845,232
0,0,0,-0.0099829,1.2226e-18,-0.081845,233
0,0,0,-0.013311,1.6301e-18,-0.081845,234
0,0,0,-0.016638,2.0376e-18,-0.081845,235
0,0,0,-0.0032595,-0.00066985,-0.081845,236
0,0,0,-0.006519,-0.0013397,-0.081845,237
0,0,0,-0.0097785,-0.0020095,-0.081845,238
0,0,0,-0.013038,-0.0026794,-0.081845,239
0,0,0,-0.016298,-0.0033492,-0.081845,240
0,0,0,-0.003058,-0.0013123,-0.081845,241
0,0,0,-0.0061159,-0.0026245,-0.081845,242
0,0,0,-0.0091739,-0.0039368,-0.081845,243
0,0,0,-0.012232,-0.0052491,-0.081845,244
0,0,0,-0.01529,-0.0065614,-0.081845,245
0,0,0,-0.0027312,-0.001901,-0.081845,246
0,0,0,-0.0054624,-0.0038019,-0.081845,247
0,0,0,-0.0081936,-0.0057029,-0.081845,248
0,0,0,-0.010925,-0.0076039,-0.081845,249
0,0,0,-0.013656,-0.0095048,-0.081845,250
0,0,0,-0.0022926,-0.0024118,-0.081845,251
0,0,0,-0.0045853,-0.0048237,-0.081845,252
0,0,0,-0.0068779,-0.0072355,-0.081845,253
0,0,0,-0.0091705,-0.0096474,-0.081845,254
0,0,0,-0.011463,-0.012059,-0.081845,255
0,0,0,-0.0017602,-0.002824,-0.081845,256
0,0,0,-0.0035204,-0.0056479,-0.081845,257
0,0,0,-0.0052806,-0.0084719,-0.081845,258
0,0,0,-0.0070408,-0.011296,-0.081845,259
0,0,0,-0.008801,-0.01412,-0.081845,260
0,0,0,-0.0011557,-0.0031205,-0.081845,261
0,0,0,-0.0023114,-0.006241,-0.081845,262
0,0,0,-0.0034671,-0.0093615,-0.081845,263
0,0,0,-0.0046228,-0.012482,-0.081845,264
0,0,0,-0.0057785,-0.015602,-0.081845,265
0,0,0,-0.0005039,-0.0032893,-0.081845,266
0,0,0,-0.0010078,-0.0065785,-0.081845,267
0,0,0,-0.0015117,-0.0098678,-0.081845,268
0,0,0,-0.0020156,-0.013157,-0.081845,269
0,0,0,-0.0025195,-0.016446,-0.081845,270
0,0,0,0.00016854,-0.0033234,-0.081845,271
0,0,0,0.00033708,-0.0066467,-0.081845,272
0,0,0,0.00050563,-0.0099701,-0.081845,273
0,0,0,0.00067417,-0.013293,-0.081845,274
0,0,0,0.00084271,-0.016617,-0.081845,275
0,0,0,0.00083408,-0.0032214,-0.081845,276
0,0,0,0.0016682,-0.0064428,-0.081845,277
0,0,0,0.0025022,-0.0096642,-0.081845,278
0,0,0,0.0033363,-0.012886,-0.081845,279
0,0,0,0.0041704,-0.016107,-0.081845,280
0,0,0,0.0014655,-0.0029876,-0.081845,281
0,0,0,0.0029309,-0.0059751,-0.081845,282
0,0,0,0.0043964,-0.0089627,-0.081845,283
0,0,0,0.0058619,-0.01195,-0.081845,284
0,0,0,0.0073273,-0.014938,-0.081845,285
0,0,0,0.0020369,-0.0026314,-0.081845,286
0,0,0,0.0040737,-0.0052628,-0.081845,287
0,0,0,0.0061106,-0.0078942,-0.081845,288
0,0,0,0.0081475,-0.010526,-0.081845,289
0,0,0,0.010184,-0.013157,-0.081845,290
0,0,0,0.0025249,-0.0021675,-0.081845,291
0,0,0,0.0050497,-0.0043351,-0.081845,292
0,0,0,0.0075746,-0.0065026,-0.081845,293
0,0,0,0.010099,-0.0086701,-0.081845,294
0,0,0,0.012624,-0.010838,-0.081845,295
0,0,0,0.0029095,-0.0016149,-0.081845,296
0,0,0,0.005819,-0.0032298,-0.081845,297
0,0,0,0.0087285,-0.0048447,-0.081845,298
0,0,0,0.011638,-0.0064596,-0.081845,299
0,0,0,0.014548,-0.0080745,-0.081845,300
0,0,0,0.003175,-0.00099617,-0.081845,301
0,0,0,0.00635,-0.0019923,-0.081845,302
0,0,0,0.0095251,-0.0029885,-0.081845,303
0,0,0,0.0127,-0.0039847,-0.081845,304
0,0,0,0.015875,-0.0049808,-0.081845,305
0,0,0,0.0033106,-0.00033665,-0.081845,306
0,0,0,0.0066211,-0.0006733,-0.081845,307
0,0,0,0.0099317,-0.00101,-0.081845,308
0,0,0,0.013242,-0.0013466,-0.081845,309
0,0,0,0.016553,-0.0016833,-0.081845,310
0,0,0,0.0033106,0.00033665,-0.076884,311
0,0,0,0.0066211,0.0006733,-0.076884,312
0,0,0,0.0099317,0.00101,-0.076884,313
0,0,0,0.013242,0.0013466,-0.076884,314
0,0,0,0.016553,0.0016833,-0.076884,315
0,0,0,0.003175,0.00099617,-0.076884,316
0,0,0,0.00635,0.0019923,-0.076884,317
0,0,0,0.0095251,0.0029885,-0.076884,318
0,0,0,0.0127,0.0039847,-0.076884,319
0,0,0,0.015875,0.0049808,-0.076884,320
0,0,0,0.0029095,0.0016149,-0.076884,321
0,0,0,0.005819,0.0032298,-0.076884,322
0,0,0,0.0087285,0.0048447,-0.076884,323
0,0,0,0.011638,0.0064596,-0.076884,324
0,0,0,0.014548,0.0080745,-0.076884,325
0,0,0,0.0025249,0.0021675,-0.076884,326
0,0,0,0.0050497,0.0043351,-0.076884,327
0,0,0,0.0075746,0.0065026,-0.076884,328
0,0,0,0.010099,0.0086701,-0.076884,329
0,0,0,0.012624,0.010838,-0.076884,330
0,0,0,0.0020369,0.0026314,-0.076884,331
0,0,0,0.0040737,0.0052628,-0.076884,332
0,0,0,0.0061106,0.0078942,-0.076884,333
0,0,0,0.0081475,0.010526,-0.076884,334
0,0,0,0.010184,0.013157,-0.076884,335
0,0,0,0.0014655,0.0029876,-0.076884,336
0,0,0,0.0029309,0.0059751,-0.076884,337
0,0,0,0.0043964,0.0089627,-0.076884,338
0,0,0,0.0058619,0.01195,-0.076884,339
0,0,0,0.0073273,0.014938,-0.076884,340
0,0,0,0.00083408,0.0032214,-0.076884,341
0,0,0,0.0016682,0.0064428,-0.076884,342
0,0,0,0.0025022,0.0096642,-0.076884,343
0,0,0,0.0033363,0.012886,-0.076884,344
0,0,0,0.0041704,0.016107,-0.076884,345
0,0,0,0.00016854,0.0033234,-0.076884,346
0,0,0,0.00033708,0.0066467,-0.076884,347
0,0,0,0.00050563,0.0099701,-0.076884,348
0,0,0,0.00067417,0.013293,-0.076884,349
0,0,0,0.00084271,0.016617,-0.076884,350
0,0,0,-0.0005039,0.0032893,-0.076884,351
0,0,0,-0.0010078,0.0065785,-0.076884,352
0,0,0,-0.0015117,0.0098678,-0.076884,353
0,0,0,-0.0020156,0.013157,-0.076884,354
0,0,0,-0.0025195,0.016446,-0.076884,355
0,0,0,-0.0011557,0.0031205,-0.076884,356
0,0,0,-0.0023114,0.006241,-0.076884,357
0,0,0,-0.0034671,0.0093615,-0.076884,358
0,0,0,-0.0046228,0.012482,-0.076884,359
0,0,0,-0.0057785,0.015602,-0.076884,360
0,0,0,-0.0017602,0.002824,-0.076884,361
0,0,0,-0.0035204,0.0056479,-0.076884,362
0,0,0,-0.0052806,0.0084719,-0.076884,363
0,0,0,-0.0070408,0.011296,-0.076884,364
0,0,0,-0.008801,0.01412,-0.076884,365
0,0,0,-0.0022926,0.0024118,-0.076884,366
0,0,0,-0.0045853,0.0048237,-0.076884,367
0,0,0,-0.0068779,0.0072355,-0.076884,368
0,0,0,-0.0091705,0.0096474,-0.076884,369
0,0,0,-0.011463,0.012059,-0.076884,370
0,0,0,-0.0027312,0.001901,-0.076884,371
0,0,0,-0.0054624,0.0038019,-0.076884,372
0,0,0,-0.0081936,0.0057029,-0.076884,373
0,0,0,-0.010925,0.0076039,-0.076884,374
0,0,0,-0.013656,0.0095048,-0.076884,375
0,0,0,-0.003058,0.0013123,-0.076884,376
0,0,0,-0.0061159,0.0026245,-0.076884,377
0,0,0,-0.0091739,0.0039368,-0.076884,378
0,0,0,-0.012232,0.0052491,-0.076884,379
0,0,0,-0.01529,0.0065614,-0.076884,380
0,0,0,-0.0032595,0.00066985,-0.076884,381
0,0,0,-0.006519,0.0013397,-0.076884,382
0,0,0,-0.0097785,0.0020095,-0.076884,383
0,0,0,-0.013038,0.0026794,-0.076884,384
0,0,0,-0.016298,0.0033492,-0.076884,385
0,0,0,-0.0033276,4.0752e-19,-0.076884,386
0,0,0,-0.0066553,8.1503e-19,-0.076884,387
0,0,0,-0.0099829,1.2226e-18,-0.076884,388
0,0,0,-0.013311,1.6301e-18,-0.076884,389
0,0,0,-0.016638,2.0376e-18,-0.076884,390
0,0,0,-0.0032595,-0.00066985,-0.076884,391
0,0,0,-0.006519,-0.0013397,-0.076884,392
0,0,0,-0.0097785,-0.0020095,-0.076884,393
0,0,0,-0.013038,-0.0026794,-0.076884,394
0,0,0,-0.016298,-0.0033492,-0.076884,395
0,0,0,-0.003058,-0.0013123,-0.076884,396
0,0,0,-0.0061159,-0.0026245,-0.076884,397
0,0,0,-0.0091739,-0.0039368,-0.076884,398
0,0,0,-0.012232,-0.0052491,-0.076884,399
0,0,0,-0.01529,-0.0065614,-0.076884,400
0,0,0,-0.0027312,-0.001901,-0.076884,401
0,0,0,-0.0054624,-0.0038019,-0.076884,402
0,0,0,-0.0081936,-0.0057029,-0.076884,403
0,0,0,-0.010925,-0.0076039,-0.076884,404
0,0,0,-0.013656,-0.0095048,-0.076884,405
0,0,0,-0.0022926,-0.0024118,-0.076884,406
0,0,0,-0.0045853,-0.0048237,-0.076884,407
0,0,0,-0.0068779,-0.0072355,-0.076884,408
0,0,0,-0.0091705,-0.0096474,-0.076884,409
0,0,0,-0.011463,-0.012059,-0.076884,410
0,0,0,-0.0017602,-0.002824,-0.076884,411
0,0,0,-0.0035204,-0.0056479,-0.076884,412
0,0,0,-0.0052806,-0.0084719,-0.076884,413
0,0,0,-0.0070408,-0.011296,-0.076884,414
0,0,0,-0.008801,-0.01412,-0.076884,415
0,0,0,-0.0011557,-0.0031205,-0.076884,416
0,0,0,-0.0023114,-0.006241,-0.076884,417
0,0,0,-0.0034671,-0.0093615,-0.076884,418
0,0,0,-0.0046228,-0.012482,-0.076884,419
0,0,0,-0.0057785,-0.015602,-0.076884,420
0,0,0,-0.0005039,-0.0032893,-0.076884,421
0,0,0,-0.0010078,-0.0065785,-0.076884,422
0,0,0,-0.0015117,-0.0098678,-0.076884,423
0,0,0,-0.0020156,-0.013157,-0.076884,424
0,0,0,-0.0025195,-0.016446,-0.076884,425
0,0,0,0.00016854,-0.0033234,-0.076884,426
0,0,0,0.00033708,-0.0066467,-0.076884,427
0,0,0,0.00050563,-0.0099701,-0.076884,428
0,0,0,0.00067417,-0.013293,-0.076884,429
0,0,0,0.00084271,-0.016617,-0.076884,430
0,0,0,0.00083408,-0.0032214,-0.076884,431
0,0,0,0.0016682,-0.0064428,-0.076884,432
0,0,0,0.0025022,-0.0096642,-0.076884,433
0,0,0,0.0033363,-0.012886,-0.076884,434
0,0,0,0.0041704,-0.016107,-0.076884,435
0,0,0,0.0014655,-0.0029876,-0.076884,436
0,0,0,0.0029309,-0.0059751,-0.076884,437
0,0,0,0.0043964,-0.0089627,-0.076884,438
0,0,0,0.0058619,-0.01195,-0.076884,439
0,0,0,0.0073273,-0.014938,-0.076884,440
0,0,0,0.0020369,-0.0026314,-0.076884,441
0,0,0,0.0040737,-0.0052628,-0.076884,442
0,0,0,0.0061106,-0.0078942,-0.076884,443
0,0,0,0.0081475,-0.010526,-0.076884,444
0,0,0,0.010184,-0.013157,-0.076884,445
0,0,0,0.0025249,-0.0021675,-0.076884,446
0,0,0,0.0050497,-0.0043351,-0.076884,447
0,0,0,0.0075746,-0.0065026,-0.076884,448
0,0,0,0.010099,-0.0086701,-0.076884,449
0,0,0,0.012624,-0.010838,-0.076884,450
0,0,0,0.0029095,-0.0016149,-0.076884,451
0,0,0,0.005819,-0.0032298,-0.076884,452
0,0,0,0.0087285,-0.0048447,-0.076884,453
0,0,0,0.011638,-0.0064596,-0.076884,454
0,0,0,0.014548,-0.0080745,-0.076884,455
0,0,0,0.003175,-0.00099617,-0.076884,456
0,0,0,0.00635,-0.0019923,-0.076884,457
0,0,0,0.0095251,-0.0029885,-0.076884,458
0,0,0,0.0127,-0.0039847,-0.076884,459
0,0,0,0.015875,-0.0049808,-0.076884,460
0,0,0,0.0033106,-0.00033665,-0.076884,461
0,0,0,0.0066211,-0.0006733,-0.076884,462
0,0,0,0.0099317,-0.00101,-0.076884,463
0,0,0,0.013242,-0.0013466,-0.076884,464
0,0,0,0.016553,-0.0016833,-0.076884,465
0,0,0,0.0033106,0.00033665,-0.071924,466
0,0,0,0.0066211,0.0006733,-0.071924,467
0,0,0,0.0099317,0.00101,-0.071924,468
0,0,0,0.013242,0.0013466,-0.071924,469
0,0,0,0.016553,0.0016833,-0.071924,470
0,0,0,0.003175,0.00099617,-0.071924,471
0,0,0,0.00635,0.0019923,-0.071924,472
0,0,0,0.0095251,0.0029885,-0.071924,473
0,0,0,0.0127,0.0039847,-0.071924,474
0,0,0,0.015875,0.0049808,-0.071924,475
0,0,0,0.0029095,0.0016149,-0.071924,476
0,0,0,0.005819,0.0032298,-0.071924,477
0,0,0,0.0087285,0.0048447,-0.071924,478
0,0,0,0.011638,0.0064596,-0.071924,479
0,0,0,0.014548,0.0080745,-0.071924,480
0,0,0,0.0025249,0.0021675,-0.071924,481
0,0,0,0.0050497,0.0043351,-0.071924,482
0,0,0,0.0075746,0.0065026,-0.071924,483
0,0,0,0.010099,0.0086701,-0.071924,484
0,0,0,0.012624,0.010838,-0.071924,485
0,0,0,0.0020369,0.0026314,-0.071924,486
0,0,0,0.0040737,0.0052628,-0.071924,487
0,0,0,0.0061106,0.0078942,-0.071924,488
0,0,0,0.0081475,0.010526,-0.071924,489
0,0,0,0.010184,0.013157,-0.071924,490
0,0,0,0.0014655,0.0029876,-0.071924,491
0,0,0,0.0029309,0.0059751,-0.071924,492
0,0,0,0.0043964,0.0089627,-0.071924,493
0,0,0,0.0058619,0.01195,-0.071924,494
0,0,0,0.0073273,0.014938,-0.071924,495
0,0,0,0.00083408,0.0032214,-0.071924,496
0,0,0,0.0016682,0.0064428,-0.071924,497
0,0,0,0.0025022,0.0096642,-0.071924,498
0,0,0,0.0033363,0.012886,-0.071924,499
0,0,0,0.0041704,0.016107,-0.071924,500
0,0,0,0.00016854,0.0033234,-0.071924,501
0,0,0,0.00033708,0.0066467,-0.071924,502
0,0,0,0.00050563,0.0099701,-0.071924,503
0,0,0,0.00067417,0.013293,-0.071924,504
0,0,0,0.00084271,0.016617,-0.071924,505
0,0,0,-0.0005039,0.0032893,-0.071924,506
0,0,0,-0.0010078,0.0065785,-0.071924,507
0,0,0,-0.0015117,0.0098678,-0.071924,508
0,0,0,-0.0020156,0.013157,-0.071924,509
0,0,0,-0.0025195,0.016446,-0.071924,510
0,0,0,-0.0011557,0.0031205,-0.071924,511
0,0,0,-0.0023114,0.006241,-0.071924,512
0,0,0,-0.0034671,0.0093615,-0.071924,513
0,0,0,-0.0046228,0.012482,-0.071924,514
0,0,0,-0.0057785,0.015602,-0.071924,515
0,0,0,-0.0017602,0.002824,-0.071924,516
0,0,0,-0.0035204,0.0056479,-0.071924,517
0,0,0,-0.0052806,0.0084719,-0.071924,518
0,0,0,-0.0070408,0.011296,-0.071924,519
0,0,0,-0.008801,0.01412,-0.071924,520
0,0,0,-0.0022926,0.0024118,-0.071924,521
0,0,0,-0.0045853,0.0048237,-0.071924,522
0,0,0,-0.0068779,0.0072355,-0.071924,523
0,0,0,-0.0091705,0.0096474,-0.071924,524
0,0,0,-0.011463,0.012059,-0.071924,525
