"Displacement:0","Displacement:1","Displacement:2","Points:0","Points:1","Points:2","ids"
-0.00018968,-0.0020007,-0.071537,-0.012421,0.0032484,-0.15834,69
0.0040664,-0.00053245,-0.071537,-0.011223,0.0060289,-0.15834,70
-0.00025123,-0.0017624,-0.071537,-0.0035107,-0.0010926,-0.15834,71
0.00040165,-0.0016812,-0.071537,-0.0061174,-0.00034154,-0.15834,72
7.1051e-05,-0.0011967,-0.071537,-0.0097075,0.00081289,-0.15834,73
-3.4311e-05,-0.0020296,-0.071537,-0.013072,0.0006498,-0.15834,74
0.0023719,0.00082089,-0.071537,-0.013926,0.0041701,-0.15834,75
0.0012302,-0.0020996,-0.071537,-0.0020974,-0.0020996,-0.15834,76
0.00059198,-0.0012804,-0.071537,-0.0060633,-0.0012804,-0.15834,77
3.1677e-05,-0.00078149,-0.071537,-0.0099512,-0.00078149,-0.15834,78
-0.00010973,-0.0016197,-0.071537,-0.01342,-0.0016197,-0.15834,79
0.0013203,0.0011843,-0.071537,-0.015318,0.0011843,-0.15834,80
-0.00028955,-0.00019129,-0.071537,-0.0035491,-0.00086114,-0.15834,81
0.00030715,-0.00154,-0.071537,-0.0062119,-0.0028797,-0.15834,82
0.00022015,-0.00087617,-0.071537,-0.0095584,-0.0028857,-0.15834,83
0.00057806,-0.0015792,-0.071537,-0.01246,-0.0042586,-0.15834,84
0.0010245,0.0011676,-0.071537,-0.015273,-0.0021816,-0.15834,85
0.0021001,-0.0012757,-0.071537,-0.00095782,-0.002588,-0.15834,86
0.00079568,-0.00090979,-0.071537,-0.0053202,-0.0035343,-0.15834,87
0.00023033,-0.00029637,-0.071537,-0.0089435,-0.0042332,-0.15834,88
0.00093688,-0.0015871,-0.071537,-0.011295,-0.0068362,-0.15834,89
0.0009661,0.0011203,-0.071537,-0.014324,-0.005441,-0.15834,90
0.00072758,-0.0021665,-0.071537,-0.0020036,-0.0040674,-0.15834,91
0.00084397,-0.0016407,-0.071537,-0.0046184,-0.0054426,-0.15834,92
0.00062834,-0.00075952,-0.071537,-0.0075653,-0.0064624,-0.15834,93
0.001203,-0.001152,-0.071537,-0.0097218,-0.0087559,-0.15834,94
0.00073696,0.0012302,-0.071537,-0.012919,-0.0082747,-0.15834,95
-6.6039e-05,-0.0011043,-0.071537,-0.0023587,-0.0035161,-0.15834,96
0.00073783,-0.00068085,-0.071537,-0.0038474,-0.0055045,-0.15834,97
0.00043107,-0.0009317,-0.071537,-0.0064468,-0.0081672,-0.15834,98
0.0013794,-0.0011454,-0.071537,-0.0077911,-0.010793,-0.15834,99
0.00045556,0.00072444,-0.071537,-0.011008,-0.011335,-0.15834,100
0.0013592,-0.00068225,-0.071537,-0.00040098,-0.0035062,-0.15834,101
0.00082334,-0.00026595,-0.071537,-0.0026971,-0.0059139,-0.15834,102
0.00061028,-0.0002875,-0.071537,-0.0046703,-0.0087594,-0.15834,103
0.0014614,-0.0010893,-0.071537,-0.0055794,-0.012385,-0.15834,104
0.0011068,0.0040527,-0.071537,-0.0076942,-0.010067,-0.15834,105
0.00020165,-0.0020024,-0.071537,-0.00095405,-0.0051228,-0.15834,106
0.0016089,-0.00093032,-0.071537,-0.00070252,-0.0071713,-0.15834,107
0.00078879,-0.00031533,-0.071537,-0.0026783,-0.0096768,-0.15834,108
0.001474,-0.0003685,-0.071537,-0.0031488,-0.01285,-0.15834,109
0.0014133,0.0058296,-0.071537,-0.0043652,-0.0097728,-0.15834,110
0.00080653,-0.0002991,-0.071537,0.00030264,-0.0035884,-0.15834,111
0.0010232,-0.00014196,-0.071537,1.5379e-05,-0.0067205,-0.15834,112
0.0011429,-0.00036332,-0.071537,-0.00036883,-0.010231,-0.15834,113
0.0015122,-0.00031122,-0.071537,-0.00050338,-0.013468,-0.15834,114
0.0013634,0.0062932,-0.071537,-0.0011561,-0.010153,-0.15834,115
0.0016261,9.1686e-05,-0.071537,0.0017947,-0.0032317,-0.15834,116
0.0014909,-0.00011659,-0.071537,0.001828,-0.0067633,-0.15834,117
0.0006132,-4.8529e-05,-0.071537,0.0011188,-0.010019,-0.15834,118
0.0015357,-0.00010889,-0.071537,0.0022099,-0.013402,-0.15834,119
-0.0017831,0.003145,-0.071537,-0.00094041,-0.013472,-0.15834,120
0.0020719,-0.00061081,-0.071537,0.002906,-0.0038322,-0.15834,121
0.0014843,-0.00040532,-0.071537,0.0031525,-0.0068481,-0.15834,122
0.00095082,0.00015289,-0.071537,0.0034531,-0.0095113,-0.15834,123
0.0013259,0.00079114,-0.071537,0.0046622,-0.012094,-0.15834,124
-0.0019819,0.0014662,-0.071537,0.0021885,-0.014641,-0.15834,125
0.0014093,-9.7457e-05,-0.071537,0.0028748,-0.003085,-0.15834,126
0.00087744,-0.00020272,-0.071537,0.0038084,-0.0061778,-0.15834,127
0.0011954,0.0009347,-0.071537,0.0055918,-0.008028,-0.15834,128
0.0014578,0.0014398,-0.071537,0.0073197,-0.01051,-0.15834,129
-0.0023142,0.0018733,-0.071537,0.0050132,-0.013065,-0.15834,130
0.0004123,-0.00027565,-0.071537,0.0024492,-0.0029071,-0.15834,131
0.00080178,0.00044466,-0.071537,0.0048755,-0.0048182,-0.15834,132
0.0013136,0.00099067,-0.071537,0.0074242,-0.0069036,-0.15834,133
0.0015934,0.0016416,-0.071537,0.0097409,-0.0088841,-0.15834,134
-0.0029599,0.0024285,-0.071537,0.0072244,-0.010729,-0.15834,135
0.00036248,-0.00094104,-0.071537,0.0028873,-0.0031086,-0.15834,136
0.0013418,0.00071488,-0.071537,0.0063915,-0.0036202,-0.15834,137
0.0012461,0.0013789,-0.071537,0.0088207,-0.0051237,-0.15834,138
0.0013454,0.0017639,-0.071537,0.011445,-0.0069063,-0.15834,139
-0.004532,0.0035526,-0.071537,0.0080923,-0.007285,-0.15834,140
0.00063981,-0.0020984,-0.071537,0.0035493,-0.0037133,-0.15834,141
0.00043405,0.00082167,-0.071537,0.0062531,-0.0024081,-0.15834,142
0.00063643,0.0013908,-0.071537,0.0093649,-0.0034539,-0.15834,143
0.0010747,0.0022969,-0.071537,0.012713,-0.0041628,-0.15834,144
-0.0048697,0.0037423,-0.071537,0.0096778,-0.0043322,-0.15834,145
0.0015658,8.3089e-05,-0.071537,0.0047408,-0.00091308,-0.15834,146
0.0011095,0.0011882,-0.071537,0.0074595,-0.00080411,-0.15834,147
0.00076011,0.0018617,-0.071537,0.010285,-0.0011268,-0.15834,148
0.00044662,0.0028825,-0.071537,0.013147,-0.0011022,-0.15834,149
-0.0026903,0.00076418,-0.071537,0.013185,-0.0042167,-0.15834,150
-2.8829e-07,-0.0010918,-0.071537,0.0033103,-0.0014285,-0.15834,151
0.00011691,0.00098762,-0.071537,0.006738,0.00031432,-0.15834,152
0.00039934,0.002297,-0.071537,0.010331,0.001287,-0.15834,153
0.00022032,0.0025575,-0.071537,0.013463,0.0012108,-0.15834,154
-0.0010216,-0.00014859,-0.071537,0.015531,-0.0018318,-0.15834,155
-0.000619,-0.00032581,-0.067449,0.0026916,1.084e-05,-0.14929,156
0.00020943,0.0011725,-0.067449,0.0068305,0.0018458,-0.14929,157
6.6796e-05,0.0020826,-0.067449,0.0099985,0.0030925,-0.14929,158
-0.00027026,0.0028544,-0.067449,0.012972,0.004201,-0.14929,159
-0.0018874,-0.00027834,-0.067449,0.014665,0.0014049,-0.14929,160
0.00073643,-0.00086502,-0.067449,0.0039115,0.00013115,-0.14929,161
-0.00084603,0.0013989,-0.067449,0.005504,0.0033912,-0.14929,162
-0.00052054,0.0017244,-0.067449,0.0090045,0.004713,-0.14929,163
-0.00078061,0.0029508,-0.067449,0.011919,0.0069354,-0.14929,164
-0.0016852,-0.00012733,-0.067449,0.01419,0.0048535,-0.14929,165
0.00029865,0.0002568,-0.067449,0.0032082,0.0018717,-0.14929,166
-0.00061565,0.00054049,-0.067449,0.0052034,0.0037703,-0.14929,167
-0.0010869,0.00092144,-0.067449,0.0076416,0.0057662,-0.14929,168
-0.0014639,0.0019661,-0.067449,0.010174,0.0084257,-0.14929,169
-0.0036153,-0.0032282,-0.067449,0.010932,0.0048464,-0.14929,170
0.00016128,0.00087321,-0.067449,0.0026861,0.0030407,-0.14929,171
-0.0002779,0.00052031,-0.067449,0.0047718,0.0048554,-0.14929,172
-0.0016946,0.00088168,-0.067449,0.00588,0.0073843,-0.14929,173
-0.0019017,0.00075576,-0.067449,0.0081978,0.0094259,-0.14929,174
-0.0048753,-0.0052246,-0.067449,0.007749,0.005613,-0.14929,175
-0.0003825,0.00015612,-0.067449,0.0016544,0.0027875,-0.14929,176
-0.00071307,0.00058599,-0.067449,0.0033607,0.0058488,-0.14929,177
-0.0011826,0.0011646,-0.067449,0.004928,0.0090589,-0.14929,178
-0.0018545,0.001421,-0.067449,0.006293,0.011947,-0.14929,179
-0.0028029,-0.0042088,-0.067449,0.0073814,0.0089482,-0.14929,180
-0.00083634,-0.00033492,-0.067449,0.00062913,0.0026526,-0.14929,181
-0.0014831,-0.000316,-0.067449,0.0014478,0.0056591,-0.14929,182
-0.0014954,0.00037852,-0.067449,0.002901,0.0093412,-0.14929,183
-0.0022561,0.00092101,-0.067449,0.0036058,0.012871,-0.14929,184
-0.00082,-0.0026271,-0.067449,0.0065073,0.012311,-0.14929,185
-0.001321,-0.00067249,-0.067449,-0.00048693,0.0025489,-0.14929,186
-0.0003129,-0.001492,-0.067449,0.0013553,0.0049508,-0.14929,187
-0.0013351,-0.00082244,-0.067449,0.0011672,0.0088418,-0.14929,188
-0.0019894,-0.00014337,-0.067449,0.0013469,0.012742,-0.14929,189
-0.00053516,-0.0057802,-0.067449,0.0036352,0.010327,-0.14929,190
0.00033197,-0.0012543,-0.067449,0.00050052,0.0020691,-0.14929,191
-0.00047947,-0.000968,-0.067449,-0.00014239,0.0056787,-0.14929,192
-0.001076,-0.0013423,-0.067449,-0.00057042,0.0086278,-0.14929,193
-0.0013413,-0.0007793,-0.067449,-0.00066714,0.012514,-0.14929,194
-0.00031389,-0.007546,-0.067449,0.00052882,0.0090708,-0.14929,195
-0.00036114,-0.00032824,-0.067449,-0.00086504,0.002961,-0.14929,196
-0.0005354,-0.0015915,-0.067449,-0.0015432,0.004987,-0.14929,197
-0.00072029,-0.0017483,-0.067449,-0.002232,0.0081195,-0.14929,198
-0.00031159,-0.0016767,-0.067449,-0.0023272,0.01148,-0.14929,199
0.0035504,-0.0041569,-0.067449,0.001031,0.012289,-0.14929,200
-0.0016945,-0.0011902,-0.067449,-0.0028502,0.0019303,-0.14929,201
-0.00078556,-0.0016465,-0.067449,-0.003097,0.0045945,-0.14929,202
-0.00097055,-0.0020045,-0.067449,-0.0044377,0.007357,-0.14929,203
9.9641e-05,-0.0015553,-0.067449,-0.0045232,0.010927,-0.14929,204
0.003895,-0.0019949,-0.067449,-0.0018836,0.013608,-0.14929,205
0.00056778,-0.001821,-0.067449,-0.0011924,0.001003,-0.14929,206
-0.00063848,-0.0021998,-0.067449,-0.0041589,0.0034482,-0.14929,207
-0.00052073,-0.0016004,-0.067449,-0.0058013,0.0068715,-0.14929,208
0.00026131,-0.0014981,-0.067449,-0.0067795,0.0097978,-0.14929,209
0.0036603,-0.0010287,-0.067449,-0.0051407,0.013091,-0.14929,210
0.001321,-0.00076719,-0.067449,-0.00097164,0.0016447,-0.14929,211
0.00015746,-0.0018793,-0.067449,-0.0044278,0.0029444,-0.14929,212
-0.00015528,-0.0015108,-0.067449,-0.0070332,0.0057248,-0.14929,213
-0.00017191,-0.001184,-0.067449,-0.0093424,0.0084634,-0.14929,214
0.0035972,-0.00048939,-0.067449,-0.0078659,0.01157,-0.14929,215
0.00061661,-0.0011263,-0.067449,-0.0021146,0.00077469,-0.14929,216
0.00014101,-0.0020243,-0.067449,-0.0053214,0.0017776,-0.14929,217
-3.4892e-05,-0.0014056,-0.067449,-0.0082285,0.0042973,-0.14929,218
0.0001864,-0.0013658,-0.067449,-0.010738,0.006238,-0.14929,219
0.0033349,-9.0396e-05,-0.067449,-0.010321,0.0094145,-0.14929,220
0.00090058,-0.00094357,-0.067449,-0.0021574,0.0003687,-0.14929,221
0.00061267,-0.0017926,-0.067449,-0.0055032,0.00083195,-0.14929,222
0.00039253,-0.001082,-0.067449,-0.0087813,0.0028548,-0.14929,223
-0.00018968,-0.0020007,-0.067449,-0.012421,0.0032484,-0.14929,224
0.0040664,-0.00053245,-0.067449,-0.011223,0.0060289,-0.14929,225
-0.00025123,-0.0017624,-0.067449,-0.0035107,-0.0010926,-0.14929,226
0.00040165,-0.0016812,-0.067449,-0.0061174,-0.00034154,-0.14929,227
7.1051e-05,-0.0011967,-0.067449,-0.0097075,0.00081289,-0.14929,228
-3.4311e-05,-0.0020296,-0.067449,-0.013072,0.0006498,-0.14929,229
0.0023719,0.00082089,-0.067449,-0.013926,0.0041701,-0.14929,230
0.0012302,-0.0020996,-0.067449,-0.0020974,-0.0020996,-0.14929,231
0.00059198,-0.0012804,-0.067449,-0.0060633,-0.0012804,-0.14929,232
3.1677e-05,-0.00078149,-0.067449,-0.0099512,-0.00078149,-0.14929,233
-0.00010973,-0.0016197,-0.067449,-0.01342,-0.0016197,-0.14929,234
0.0013203,0.0011843,-0.067449,-0.015318,0.0011843,-0.14929,235
-0.00028955,-0.00019129,-0.067449,-0.0035491,-0.00086114,-0.14929,236
0.00030715,-0.00154,-0.067449,-0.0062119,-0.0028797,-0.14929,237
0.00022015,-0.00087617,-0.067449,-0.0095584,-0.0028857,-0.14929,238
0.00057806,-0.0015792,-0.067449,-0.01246,-0.0042586,-0.14929,239
0.0010245,0.0011676,-0.067449,-0.015273,-0.0021816,-0.14929,240
0.0021001,-0.0012757,-0.067449,-0.00095782,-0.002588,-0.14929,241
0.00079568,-0.00090979,-0.067449,-0.0053202,-0.0035343,-0.14929,242
0.00023033,-0.00029637,-0.067449,-0.0089435,-0.0042332,-0.14929,243
0.00093688,-0.0015871,-0.067449,-0.011295,-0.0068362,-0.14929,244
0.0009661,0.0011203,-0.067449,-0.014324,-0.005441,-0.14929,245
0.00072758,-0.0021665,-0.067449,-0.0020036,-0.0040674,-0.14929,246
0.00084397,-0.0016407,-0.067449,-0.0046184,-0.0054426,-0.14929,247
0.00062834,-0.00075952,-0.067449,-0.0075653,-0.0064624,-0.14929,248
0.001203,-0.001152,-0.067449,-0.0097218,-0.0087559,-0.14929,249
0.00073696,0.0012302,-0.067449,-0.012919,-0.0082747,-0.14929,250
-6.6039e-05,-0.0011043,-0.067449,-0.0023587,-0.0035161,-0.14929,251
0.00073783,-0.00068085,-0.067449,-0.0038474,-0.0055045,-0.14929,252
0.00043107,-0.0009317,-0.067449,-0.0064468,-0.0081672,-0.14929,253
0.0013794,-0.0011454,-0.067449,-0.0077911,-0.010793,-0.14929,254
0.00045556,0.00072444,-0.067449,-0.011008,-0.011335,-0.14929,255
0.0013592,-0.00068225,-0.067449,-0.00040098,-0.0035062,-0.14929,256
0.00082334,-0.00026595,-0.067449,-0.0026971,-0.0059139,-0.14929,257
0.00061028,-0.0002875,-0.067449,-0.0046703,-0.0087594,-0.14929,258
0.0014614,-0.0010893,-0.067449,-0.0055794,-0.012385,-0.14929,259
0.0011068,0.0040527,-0.067449,-0.0076942,-0.010067,-0.14929,260
0.00020165,-0.0020024,-0.067449,-0.00095405,-0.0051228,-0.14929,261
0.0016089,-0.00093032,-0.067449,-0.00070252,-0.0071713,-0.14929,262
0.00078879,-0.00031533,-0.067449,-0.0026783,-0.0096768,-0.14929,263
0.001474,-0.0003685,-0.067449,-0.0031488,-0.01285,-0.14929,264
0.0014133,0.0058296,-0.067449,-0.0043652,-0.0097728,-0.14929,265
0.00080653,-0.0002991,-0.067449,0.00030264,-0.0035884,-0.14929,266
0.0010232,-0.00014196,-0.067449,1.5379e-05,-0.0067205,-0.14929,267
0.0011429,-0.00036332,-0.067449,-0.00036883,-0.010231,-0.14929,268
0.0015122,-0.00031122,-0.067449,-0.00050338,-0.013468,-0.14929,269
0.0013634,0.0062932,-0.067449,-0.0011561,-0.010153,-0.14929,270
0.0016261,9.1686e-05,-0.067449,0.0017947,-0.0032317,-0.14929,271
0.0014909,-0.00011659,-0.067449,0.001828,-0.0067633,-0.14929,272
0.0006132,-4.8529e-05,-0.067449,0.0011188,-0.010019,-0.14929,273
0.0015357,-0.00010889,-0.067449,0.0022099,-0.013402,-0.14929,274
-0.0017831,0.003145,-0.067449,-0.00094041,-0.013472,-0.14929,275
0.0020719,-0.00061081,-0.067449,0.002906,-0.0038322,-0.14929,276
0.0014843,-0.00040532,-0.067449,0.0031525,-0.0068481,-0.14929,277
0.00095082,0.00015289,-0.067449,0.0034531,-0.0095113,-0.14929,278
0.0013259,0.00079114,-0.067449,0.0046622,-0.012094,-0.14929,279
-0.0019819,0.0014662,-0.067449,0.0021885,-0.014641,-0.14929,280
0.0014093,-9.7457e-05,-0.067449,0.0028748,-0.003085,-0.14929,281
0.00087744,-0.00020272,-0.067449,0.0038084,-0.0061778,-0.14929,282
0.0011954,0.0009347,-0.067449,0.0055918,-0.008028,-0.14929,283
0.0014578,0.0014398,-0.067449,0.0073197,-0.01051,-0.14929,284
-0.0023142,0.0018733,-0.067449,0.0050132,-0.013065,-0.14929,285
0.0004123,-0.00027565,-0.067449,0.0024492,-0.0029071,-0.14929,286
0.00080178,0.00044466,-0.067449,0.0048755,-0.0048182,-0.14929,287
0.0013136,0.00099067,-0.067449,0.0074242,-0.0069036,-0.14929,288
0.0015934,0.0016416,-0.067449,0.0097409,-0.0088841,-0.14929,289
-0.0029599,0.0024285,-0.067449,0.0072244,-0.010729,-0.14929,290
0.00036248,-0.00094104,-0.067449,0.0028873,-0.0031086,-0.14929,291
0.0013418,0.00071488,-0.067449,0.0063915,-0.0036202,-0.14929,292
0.0012461,0.0013789,-0.067449,0.0088207,-0.0051237,-0.14929,293
0.0013454,0.0017639,-0.067449,0.011445,-0.0069063,-0.14929,294
-0.004532,0.0035526,-0.067449,0.0080923,-0.007285,-0.14929,295
0.00063981,-0.0020984,-0.067449,0.0035493,-0.0037133,-0.14929,296
0.00043405,0.00082167,-0.067449,0.0062531,-0.0024081,-0.14929,297
0.00063643,0.0013908,-0.067449,0.0093649,-0.0034539,-0.14929,298
0.0010747,0.0022969,-0.067449,0.012713,-0.0041628,-0.14929,299
-0.0048697,0.0037423,-0.067449,0.0096778,-0.0043322,-0.14929,300
0.0015658,8.3089e-05,-0.067449,0.0047408,-0.00091308,-0.14929,301
0.0011095,0.0011882,-0.067449,0.0074595,-0.00080411,-0.14929,302
0.00076011,0.0018617,-0.067449,0.010285,-0.0011268,-0.14929,303
0.00044662,0.0028825,-0.067449,0.013147,-0.0011022,-0.14929,304
-0.0026903,0.00076418,-0.067449,0.013185,-0.0042167,-0.14929,305
-2.8829e-07,-0.0010918,-0.067449,0.0033103,-0.0014285,-0.14929,306
0.00011691,0.00098762,-0.067449,0.006738,0.00031432,-0.14929,307
0.00039934,0.002297,-0.067449,0.010331,0.001287,-0.14929,308
0.00022032,0.0025575,-0.067449,0.013463,0.0012108,-0.14929,309
-0.0010216,-0.00014859,-0.067449,0.015531,-0.0018318,-0.14929,310
-0.000619,-0.00032581,-0.063362,0.0026916,1.084e-05,-0.14025,311
0.00020943,0.0011725,-0.063362,0.0068305,0.0018458,-0.14025,312
6.6796e-05,0.0020826,-0.063362,0.0099985,0.0030925,-0.14025,313
-0.00027026,0.0028544,-0.063362,0.012972,0.004201,-0.14025,314
-0.0018874,-0.00027834,-0.063362,0.014665,0.0014049,-0.14025,315
0.00073643,-0.00086502,-0.063362,0.0039115,0.00013115,-0.14025,316
-0.00084603,0.0013989,-0.063362,0.005504,0.0033912,-0.14025,317
-0.00052054,0.0017244,-0.063362,0.0090045,0.004713,-0.14025,318
-0.00078061,0.0029508,-0.063362,0.011919,0.0069354,-0.14025,319
-0.0016852,-0.00012733,-0.063362,0.01419,0.0048535,-0.14025,320
0.00029865,0.0002568,-0.063362,0.0032082,0.0018717,-0.14025,321
-0.00061565,0.00054049,-0.063362,0.0052034,0.0037703,-0.14025,322
-0.0010869,0.00092144,-0.063362,0.0076416,0.0057662,-0.14025,323
-0.0014639,0.0019661,-0.063362,0.010174,0.0084257,-0.14025,324
-0.0036153,-0.0032282,-0.063362,0.010932,0.0048464,-0.14025,325
0.00016128,0.00087321,-0.063362,0.0026861,0.0030407,-0.14025,326
-0.0002779,0.00052031,-0.063362,0.0047718,0.0048554,-0.14025,327
-0.0016946,0.00088168,-0.063362,0.00588,0.0073843,-0.14025,328
-0.0019017,0.00075576,-0.063362,0.0081978,0.0094259,-0.14025,329
-0.0048753,-0.0052246,-0.063362,0.007749,0.005613,-0.14025,330
-0.0003825,0.00015612,-0.063362,0.0016544,0.0027875,-0.14025,331
-0.00071307,0.00058599,-0.063362,0.0033607,0.0058488,-0.14025,332
-0.0011826,0.0011646,-0.063362,0.004928,0.0090589,-0.14025,333
-0.0018545,0.001421,-0.063362,0.006293,0.011947,-0.14025,334
-0.0028029,-0.0042088,-0.063362,0.0073814,0.0089482,-0.14025,335
-0.00083634,-0.00033492,-0.063362,0.00062913,0.0026526,-0.14025,336
-0.0014831,-0.000316,-0.063362,0.0014478,0.0056591,-0.14025,337
-0.0014954,0.00037852,-0.063362,0.002901,0.0093412,-0.14025,338
-0.0022561,0.00092101,-0.063362,0.0036058,0.012871,-0.14025,339
-0.00082,-0.0026271,-0.063362,0.0065073,0.012311,-0.14025,340
-0.001321,-0.00067249,-0.063362,-0.00048693,0.0025489,-0.14025,341
-0.0003129,-0.001492,-0.063362,0.0013553,0.0049508,-0.14025,342
-0.0013351,-0.00082244,-0.063362,0.0011672,0.0088418,-0.14025,343
-0.0019894,-0.00014337,-0.063362,0.0013469,0.012742,-0.14025,344
-0.00053516,-0.0057802,-0.063362,0.0036352,0.010327,-0.14025,345
0.00033197,-0.0012543,-0.063362,0.00050052,0.0020691,-0.14025,346
-0.00047947,-0.000968,-0.063362,-0.00014239,0.0056787,-0.14025,347
-0.001076,-0.0013423,-0.063362,-0.00057042,0.0086278,-0.14025,348
-0.0013413,-0.0007793,-0.063362,-0.00066714,0.012514,-0.14025,349
-0.00031389,-0.007546,-0.063362,0.00052882,0.0090708,-0.14025,350
-0.00036114,-0.00032824,-0.063362,-0.00086504,0.002961,-0.14025,351
